days_to_draft,weight
1,0.13233604719724376
2,0.13203845903849926
3,0.13174087087975478
4,0.1314432827210103
5,0.13114569456226582
6,0.13084810640352135
7,0.13055051824477684
8,0.13025293008603236
9,0.1299553419272879
10,0.12965775376854338
11,0.1293601656097989
12,0.12906257745105443
13,0.12876498929230995
14,0.12846740113356547
15,0.12816981297482097
16,0.1278722248160765
17,0.127574636657332
18,0.1272770484985875
19,0.12697946033984303
20,0.12668187218109855
21,0.12638428402235408
22,0.1260866958636096
23,0.1257891077048651
24,0.12549151954612062
25,0.12519393138737614
26,0.12489634322863165
27,0.12459875506988716
28,0.12430116691114268
29,0.1240035787523982
30,0.12370599059365371
31,0.12340840243490922
32,0.12311081427616474
33,0.12281322611742027
34,0.12251563795867577
35,0.12221804979993128
36,0.1219204616411868
37,0.1216907836181918
38,0.12144925231678926
39,0.1211967110546036
40,0.12093399716185048
41,0.12066194063750157
42,0.12037974851495432
43,0.12008639999627542
44,0.11978237650769939
45,0.1194681580924849
46,0.11914422268445642
47,0.11881083174949608
48,0.11846798062742633
49,0.11811575031643838
50,0.11775422741876403
51,0.11738350405227299
52,0.11700367775423565
53,0.11661485137745385
54,0.1162171329789826
55,0.1158106357016851
56,0.11539547764888208
57,0.114971781752373
58,0.11454008632109201
59,0.1141009535493646
60,0.1136545475007504
61,0.11320103445593652
62,0.11274058274266549
63,0.11227336256553344
64,0.1117995458359658
65,0.11131930600267302
66,0.11083281788288017
67,0.11034025749461637
68,0.10984180189034179
69,0.10933762899217943
70,0.10882791742901014
71,0.10831284637567738
72,0.1077925953945388
73,0.10726734427958899
74,0.106737272903367
75,0.10620256106684915
76,0.10566330635594659
77,0.10511966776198338
78,0.10457191394097232
79,0.10402030927215529
80,0.10346511370803348
81,0.10290658263751695
82,0.10234496676190227
83,0.10178051198336402
84,0.10121345930562467
85,0.1006440447464495
86,0.1000724992615977
87,0.09949904867984687
88,0.0989239136486972
89,0.098347309590353
90,0.09776944666757123
91,0.09719052975896339
92,0.09661075844333131
93,0.09603032699261926
94,0.09544942437306113
95,0.09486786293309434
96,0.09428545465917554
97,0.09370238056402982
98,0.0931188170703721
99,0.09253493600550039
100,0.09195090460242007
101,0.09136688550718511
102,0.09078303679214128
103,0.09019951197476189
104,0.0896164600417669
105,0.08903402547822231
106,0.08845234830132108
107,0.0878715640985515
108,0.08729180406996598
109,0.0867131950742686
110,0.08613585967844842
111,0.08555991621068998
112,0.08498547881630382
113,0.08441265751642422
114,0.08384155826923226
115,0.08327228303346859
116,0.08270492983401068
117,0.082139592829296
118,0.08157636238038318
119,0.08101532512144999
120,0.08045656403153725
121,0.07990015850735556
122,0.07934618443698015
123,0.07879471427426867
124,0.0782458171138438
125,0.07769955876649183
126,0.07715600183483584
127,0.07661520578915036
128,0.07607722704319228
129,0.07554211902992936
130,0.07500993227705666
131,0.07448071448219691
132,0.07395451058768847
133,0.07343136285487095
134,0.07291101048130723
135,0.07239321568147797
136,0.07187805041044076
137,0.07136558288031183
138,0.07085587765690943
139,0.07034899575624583
140,0.06984499474070685
141,0.06934392881476852
142,0.06884584892011184
143,0.06835080283000713
144,0.06785883524284926
145,0.06736998787473492
146,0.06688429955098271
147,0.0664018062965054
148,0.06592254142495192
149,0.06544653562654588
150,0.06497381705455356
151,0.06450441141032312
152,0.06403834202684246
153,0.06357562995077093
154,0.06311629402290511
155,0.06266035095704552
156,0.06220781541723642
157,0.061758700093355844
158,0.06131301577503806
159,0.06087077142391497
160,0.060431974244167436
161,0.059996629751381
162,0.059564741839704956
163,0.0591363128473159
164,0.05871134362019113
165,0.05828983357419959
166,0.05787178075552072
167,0.057457181899404054
168,0.057046032487284924
169,0.05663832680227294
170,0.05623405798303256
171,0.055833218076076045
172,0.05543579808649111
173,0.05504178802712631
174,0.05465117696625903
175,0.05426395307377134
176,0.05388010366586054
177,0.05349961524831111
178,0.05312247355835653
179,0.05274866360515878
180,0.05237816970893503
181,0.05201097553876016
182,0.051647064149075037
183,0.05128641801492979
184,0.05092901906599238
185,0.05057484871935177
186,0.0502238879111457
187,0.04987611712704287
188,0.04953151643160888
189,0.049190065496585424
190,0.04885174362811186
191,0.048516529792918026
192,0.04818440264351689
193,0.04785534054242514
194,0.04752932158543983
195,0.04720632362399814
196,0.04688632428664781
197,0.04656930099965427
198,0.04625523100677112
199,0.0459448399497791
200,0.04563880711268453
201,0.045337041997296004
202,0.04503945659518504
203,0.04474596530265385
204,0.044456484839164256
205,0.04417093416906478
206,0.04388923442646113
207,0.043611308843083806
208,0.0433370826790145
209,0.04306648315613962
210,0.042799439394206745
211,0.04253588234936599
212,0.04227574475508412
213,0.04201896106532559
214,0.041765467399899316
215,0.04151520149187571
216,0.04126810263698306
217,0.0410241116448967
218,0.04078317079233903
219,0.04054522377791232
220,0.04031021567859004
221,0.04007809290779604
222,0.03984880317500446
223,0.03962229544679642
224,0.039398519909312466
225,0.03917742793204287
226,0.03895897203290034
227,0.038743105844522716
228,0.03852978408175513
229,0.03831896251026399
230,0.03811059791623685
231,0.03790464807712489
232,0.037701071733386035
233,0.03749982856118934
234,0.03730087914604251
235,0.03710418495730635
236,0.03690970832356163
237,0.03671741240879522
238,0.0365272611893739
239,0.03633921943177552
240,0.036153252671048894
241,0.035969327189974344
242,0.035787409998898824
243,0.03560746881621999
244,0.03542947204949531
245,0.035253388777152506
246,0.035079188730779746
247,0.03490684227797356
248,0.034736320405724726
249,0.03456759470432212
250,0.03440063735175592
251,0.03423542109860232
252,0.034071919253372225
253,0.033910105668307634
254,0.03374995472560974
255,0.033591441324083496
256,0.033434540866184026
257,0.033279229245450945
258,0.033125482834317
259,0.032973278472278
260,0.03282259345441194
261,0.03267340552023497
262,0.03252569284288289
263,0.03237943401860728
264,0.03223460805657537
265,0.032091194368963606
266,0.031949172761335125
267,0.03180852342329159
268,0.031669226919390336
269,0.03153126418031817
270,0.031394616494313216
271,0.031259265498826905
272,0.03112519317241826
273,0.030992381826872775
274,0.03086081409953896
275,0.030730472945875352
276,0.030601341632201316
277,0.0304734037286453
278,0.030346643102284028
279,0.030221043910467014
280,0.030096590594320134
281,0.029973267872423038
282,0.029851060734654853
283,0.02972995443620295
284,0.029609934491729797
285,0.029490986669693107
286,0.02937309698681444
287,0.029256251702691957
288,0.029140437314552802
289,0.029025640552140984
290,0.028911848372736654
291,0.02879904795630294
292,0.028687226700756414
293,0.028576372217357596
294,0.028466472326218083
295,0.02835751505192054
296,0.028249488619248673
297,0.028142381449023667
298,0.02803618215404413
299,0.027930879535126536
300,0.027826462577243312
301,0.02772292044575565
302,0.02762024248273852
303,0.02751841820339515
304,0.027417437292558387
305,0.027317289601276683
306,0.02721796514348216
307,0.02711945409273848
308,0.0270217467790664
309,0.02692483368584477
310,0.026828705446784864
311,0.026733352842976146
312,0.02663876680000139
313,0.026544938385119326
314,0.026451858804512948
315,0.02635951940060177
316,0.026267911649416137
317,0.02617702715803219
318,0.02608685766206557
319,0.025997395023222514
320,0.02590863122690672
321,0.025820558379880506
322,0.025733168707978843
323,0.02564645455387491
324,0.025560408374895743
325,0.02547502274088673
326,0.02539029033212373
327,0.02530620393727139
328,0.025222756451386722
329,0.025139940873966607
330,0.025057750307038176
331,0.024976177953290855
332,0.024895217114249284
333,0.024814861188485693
334,0.024735103669871125
335,0.02465593814586422
336,0.024577358295836814
337,0.02449935788943538
338,0.02442193078497734
339,0.02434507092788153
340,0.02426877234913182
341,0.024193029163773243
342,0.024117835569439625
343,0.024043185844912163
344,0.02396907434870806
345,0.023895495517698484
346,0.02382244386575528
347,0.023749913982425524
348,0.023677900531633475
349,0.023601242210777657
350,0.023524583889921843
351,0.023447925569066025
352,0.023371267248210207
